tweet_id,author_id,username,created_at,text,like_count,retweet_count,reply_count,quote_count,followers_count,verified,hashtags,mentions,is_retweet
1957507851104186545,1638984056690954243,James_Dittma,2025-08-18 18:20:15+00:00,"#MEME $MEME LONG TRADE

ENTRY: 0.00207

TARGET: 0.00235

STOPLOSS: 0.002015

$BTC $ETH $PEPE $XRP #AUDIO  $SOL $SOLALA $TRUMP $BABY $AUDIO $CRYPTO $BNB $USDT $USD $BULL $PARTI $TRX $LTC $LINK $OM $KAITO $DOGE #Australia #Turkey #UnitedStates #unitedkingdom #Singapore #Estonia https://t.co/X8qm3DZcwi",1,0,0,0,257,False,"['MEME', 'AUDIO', 'Australia', 'Turkey', 'UnitedStates', 'unitedkingdom', 'Singapore', 'Estonia']",[],False
1957506550244757987,36651672,pcmaconvene,2025-08-18 18:15:04+00:00,"Marina Bay Sands’ executive director of sustainability on how PCMA APAC’s recent conference hosted at the #Singapore venue showcased the potential for events to move the needle.

By @michelleconvene 

#PCMAConvene #EventProfs #BOE2025 @marinabaysands 
https://t.co/jODeGjNB2T",0,0,0,0,11198,False,"['Singapore', 'PCMAConvene', 'EventProfs', 'BOE2025']","['michelleconvene', 'marinabaysands']",False
1957505690223747469,1911990106459602944,laudspotter,2025-08-18 18:11:39+00:00,"🇸🇬 NEW: You can officially buy a Volkswagen in Singapore using Bitcoin as payment.

From charts to cars: BTC is now fueling the road ahead.

#Bitcoin #BTC #Crypto #CryptoNews #Volkswagen #Singapore #Blockchain #CryptoAdoption #BTCUseCase #Altcoins https://t.co/dLwrN1RQDx",1,0,0,0,367,False,"['Bitcoin', 'BTC', 'Crypto', 'CryptoNews', 'Volkswagen', 'Singapore', 'Blockchain', 'CryptoAdoption', 'BTCUseCase', 'Altcoins']",[],False
1957505665947074925,1590135235383009281,luisv_icente0,2025-08-18 18:11:34+00:00,"#HYPER/USDT{Short} 

Leverage:50x

Entry Targets:0.3595

Take-Profit
1)0.3560
2)0.3528
3)0.3503
4)0.3466
5)0.3439

Stop-Loss:0.3603
#web3 #crypto #blockchain #btc #eth #altcoin #defi #trading #india #saudiarabia #memecoin #UAE #Singapore #Elsalvador

https://t.co/UvBpLUSuka",2,0,0,1,77,False,"['HYPER', 'web3', 'crypto', 'blockchain', 'btc', 'eth', 'altcoin', 'defi', 'trading', 'india', 'saudiarabia', 'memecoin', 'UAE', 'Singapore', 'Elsalvador']",[],False
1957504871164215732,1590135235383009281,luisv_icente0,2025-08-18 18:08:24+00:00,"#FHE/USDT{Long}

Leverage:50x

Entry Targets:0.06281

Take-Profit
1)0.06375
2)0.06488
3)0.06550
4)0.06626
5)0.06664

Stop-Loss:0.06265
#web3 #crypto #blockchain #btc #eth #altcoin #defi #trading #india #saudiarabia #memecoin #UAE #Singapore #Elsalvador

https://t.co/UvBpLUSuka",1,0,0,1,77,False,"['FHE', 'web3', 'crypto', 'blockchain', 'btc', 'eth', 'altcoin', 'defi', 'trading', 'india', 'saudiarabia', 'memecoin', 'UAE', 'Singapore', 'Elsalvador']",[],False
1957504058862035179,1526245703655346177,QB_Database,2025-08-18 18:05:10+00:00,"https://t.co/yPvP1TdSln

Adult #Fiction #book with a Chinese #queer female MC; Chinese #transgender female MC

#lgbtqia #queerbooks #booktwitter #NYC #singapore #literaryfiction #chinesemythology https://t.co/pYT0mWgjVV",0,0,0,0,18,False,"['Fiction', 'book', 'queer', 'transgender', 'lgbtqia', 'queerbooks', 'booktwitter', 'NYC', 'singapore', 'literaryfiction', 'chinesemythology']",[],False
1957500423268348064,1949851295604473856,htcrypto6,2025-08-18 17:50:44+00:00,"NEW: 🇸🇬 Volkswagen Singapore teams up with FOMO Pay to enable customers to make vehicle and service payments using crypto. #crypto #singapore #Volkswagen
#Fomopay https://t.co/UlA7aCWOeI",1,0,0,0,16,False,"['crypto', 'singapore', 'Volkswagen', 'Fomopay']",[],False
1957500127289176083,1875907136187961344,Henrique_Agosti,2025-08-18 17:49:33+00:00,"#BONK $BONK LONG TRADE

ENTRY: 0.0224 - 0.02218

TARGET: 0.0238

STOPLOSS: 0.02188

$BTC $ETH $PEPE $XRP #AUDIO  $SOL $SOLALA $TRUMP $BABY $AUDIO $CRYPTO $BNB $USDT $USD $BULL $PARTI $TRX $LTC $LINK $OM $DOGE #Australia #UnitedStates #unitedkingdom #Singapore #Estonia #Slovenia https://t.co/TUhDC663i1",0,0,1,0,1297,False,"['BONK', 'AUDIO', 'Australia', 'UnitedStates', 'unitedkingdom', 'Singapore', 'Estonia', 'Slovenia']",[],False
1957499512785621407,805760396804182016,leenavani,2025-08-18 17:47:07+00:00,"RT @sandeepnmusic: Thrilled to return to Singapore!

I’ll be accompanied by a grand ensemble of musicians to celebrate the auspicious occas…",0,4,0,0,539,False,[],['sandeepnmusic'],True
1957499363237748863,805760396804182016,leenavani,2025-08-18 17:46:31+00:00,"RT @sandeepnmusic: Some places and moments leave a lasting mark—last week in Singapore was one of them.

A privilege to perform with my ens…",0,121,0,0,539,False,[],['sandeepnmusic'],True
